instant,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,leaflets,price reduction,cnt,day_of_month,season_sin,season_cos,mnth_sin,mnth_cos,weekday_sin,weekday_cos
660,4.0,1,10,0,6,0,1,18.5667,41.05148849771153,0.166054,521,0,6824,21,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
361,1.0,0,12,0,2,1,2,13.0,73.2341893719339,0.18845,517,0,1162,27,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
514,2.0,1,5,1,1,0,1,28.5,62.24108857826387,0.196521,506,0,6043,28,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
30,1.0,0,1,0,6,0,1,8.6609,68.09438899389868,0.0739826,548,0,1096,30,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
125,2.0,0,5,0,4,1,1,18.3667,32.660661778294966,0.295392,789,0,4433,5,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
150,2.0,0,5,1,1,0,1,29.3333,63.35633068776663,0.131225,483,0,4098,30,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
206,3.0,0,7,0,1,1,1,29.7333,72.54375891397086,0.0908083,474,0,3840,25,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
584,3.0,1,8,0,1,1,2,30.1,59.4264724063611,0.129354,861,1,7013,6,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
467,2.0,1,4,0,3,1,1,13.9478,35.89779538939793,0.295274,767,0,4862,11,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
685,4.0,1,11,0,4,1,2,12.8667,55.12482426970762,0.1529869999999999,601,0,5445,15,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
574,3.0,1,7,0,5,1,1,31.2667,51.832119737491126,0.152992,948,0,6904,27,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
383,1.0,1,1,0,3,1,1,12.1333,32.554363273229214,0.415429,553,0,3376,18,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
412,1.0,1,2,0,4,1,2,12.6667,72.01277621360647,0.091425,632,0,3005,16,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
59,1.0,0,2,0,1,1,2,16.2909,67.31224978746673,0.289686,471,1,1446,28,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
632,4.0,1,9,0,6,0,1,21.1667,35.58144899902241,0.2232579999999999,888,0,7907,23,-2.4492935982947064e-16,1.0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
455,2.0,1,3,0,5,1,2,14.8,50.079596422558225,0.138067,1016,0,5459,30,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
177,3.0,0,6,0,6,0,1,27.2,41.47630014925126,0.0945333,976,0,5305,26,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
66,1.0,0,3,0,1,1,1,10.4696,46.31594107952888,0.341352,981,1,1872,7,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
614,3.0,1,9,0,3,1,1,29.4667,70.52574424885577,0.187808,546,0,7112,5,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
167,2.0,0,6,0,4,1,2,25.1333,63.78114233930637,0.206471,462,0,3767,16,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
510,2.0,1,5,0,4,1,1,26.2,67.39248747423792,0.172896,706,0,6770,24,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
268,4.0,0,9,0,6,0,2,25.3667,83.7493292615313,0.0503792,1030,0,5010,25,-2.4492935982947064e-16,1.0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
232,3.0,0,8,0,6,0,1,27.9,61.97559722808168,0.104467,675,0,5191,20,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
223,3.0,0,8,0,4,1,1,28.7,30.05838770404151,0.164796,980,0,4792,11,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
25,1.0,0,1,0,2,1,2,8.9391,54.68382567554994,0.129796,977,0,1985,25,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
488,2.0,1,5,0,3,1,1,22.5667,77.64200855741204,0.138058,813,0,6169,2,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
618,3.0,1,9,0,6,0,1,24.4,45.83109753843762,0.224496,494,0,8227,9,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
505,2.0,1,5,0,6,0,1,24.0,34.200715539337466,0.083975,1030,0,42945,19,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
635,4.0,1,9,0,3,1,1,25.4,56.45240847685969,0.2444,1001,0,7733,26,-2.4492935982947064e-16,1.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
728,1.0,1,12,0,5,1,2,10.1333,51.24798778459386,0.155471,562,0,3095,28,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
63,1.0,0,3,0,5,1,2,10.4667,53.85026185884732,0.203346,932,1,1944,4,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
79,1.0,0,3,0,6,0,1,13.3,36.43119975834297,0.207721,870,0,2471,20,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
245,3.0,0,9,0,5,1,2,25.7333,67.31224978746673,0.139929,908,0,4727,2,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
260,3.0,0,9,0,6,0,2,19.6667,67.60482957188724,0.189675,939,1,4511,17,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
82,2.0,0,3,0,3,1,2,13.8783,83.05660459122872,0.234261,516,0,2121,23,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
318,4.0,0,11,0,0,1,1,21.2,50.87619792934592,0.306596,608,0,4486,14,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.0,1.0
399,1.0,1,2,0,5,1,1,12.5333,43.17580166789237,0.178496,860,0,4151,3,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
327,4.0,0,11,0,3,1,2,17.6333,72.65005741903661,0.335825,587,0,2566,23,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
396,1.0,1,1,0,2,1,1,15.6,29.155615148429167,0.261817,963,0,4509,31,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
21,1.0,0,1,0,5,1,1,7.1,34.306886588162115,0.353242,725,0,1543,21,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
311,4.0,0,11,0,0,1,1,15.8,72.75622846786128,0.057225,606,0,4035,7,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.0,1.0
432,1.0,1,3,0,3,1,1,16.1667,41.47630014925126,0.345779,490,0,4916,7,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
305,4.0,0,11,0,2,1,1,16.0333,63.19701038640909,0.135571,675,0,4068,1,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
698,4.0,1,11,0,3,1,1,11.8667,40.573527593638914,0.210821,935,1,5260,28,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
433,1.0,1,3,0,4,1,1,21.1,48.3802223601582,0.441563,870,0,5382,8,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
57,1.0,0,2,0,6,0,1,11.3,44.60968438011021,0.186571,522,0,1969,26,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
337,4.0,0,12,0,6,0,1,11.9667,54.168902461562396,0.0957833,473,0,3614,3,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
491,2.0,1,5,0,6,0,2,24.8667,72.49073711767909,0.152992,1007,0,6883,5,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
179,3.0,0,6,0,2,1,1,29.7667,56.87734758464052,0.144283,997,0,4648,28,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
15,1.0,0,1,0,6,0,2,9.3333,39.617605785493694,0.157963,991,0,1248,15,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
242,3.0,0,8,0,2,1,1,25.5667,45.93726858726228,0.1250079999999999,576,1,5204,30,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
76,1.0,0,3,0,4,1,1,16.6,52.8943400507021,0.209579,649,0,2744,17,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
376,1.0,1,1,0,3,1,2,10.9667,84.06796986424636,0.131221,715,0,2177,11,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
46,1.0,0,2,0,2,1,1,10.6435,16.114420016747754,0.2913739999999999,565,0,1815,15,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
238,3.0,0,8,0,5,1,1,28.0,73.07486907057636,0.0839625,875,0,4661,26,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
712,4.0,1,12,0,3,1,2,11.9,44.662706176402,0.162937,802,1,5319,12,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
256,3.0,0,9,0,2,1,1,26.0333,66.86137731763243,0.1418039999999999,652,1,4763,13,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
670,4.0,1,10,0,3,1,2,14.3,61.01967541993646,0.166667,747,0,5566,31,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
417,1.0,1,2,0,2,1,1,11.513,51.80216752083591,0.205717,587,0,3777,21,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
225,3.0,0,8,0,6,0,2,27.4333,69.03871228410507,0.211454,935,0,4150,13,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
212,3.0,0,7,0,6,0,1,32.2333,37.333972313955314,0.164813,724,0,4302,31,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
130,2.0,0,5,0,2,1,1,21.3,38.396192627166286,0.115671,473,0,4803,10,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
165,2.0,0,6,0,2,1,1,24.1667,40.67969864246358,0.269283,858,0,4891,14,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
282,4.0,0,10,0,6,0,1,21.6333,68.77322093392287,0.06345,581,0,5511,9,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
169,2.0,0,6,0,6,0,1,27.8667,61.497636324009065,0.1194079999999999,617,0,5119,18,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
369,1.0,1,1,0,3,1,2,4.3,28.889996342005883,0.1847,726,0,2368,4,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
215,3.0,0,8,0,3,1,2,29.2667,59.85128405790083,0.1355829999999999,934,0,3574,3,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
17,1.0,0,1,1,1,0,2,7.0333,44.556535127577334,0.194017,650,0,1000,17,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
266,4.0,0,9,0,5,1,2,24.3667,100.00000000000001,0.0783667,612,0,2395,23,-2.4492935982947064e-16,1.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
548,3.0,1,7,0,6,0,1,32.6333,46.73599901157685,0.1685289999999999,860,1,5531,1,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
286,4.0,0,10,0,4,1,2,23.5667,90.33461086972315,0.141787,929,0,2913,13,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
174,3.0,0,6,0,4,1,2,29.1333,65.6929859555968,0.238804,925,0,4790,23,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
690,4.0,1,11,0,2,1,2,14.9667,63.35633068776663,0.082725,796,0,5634,20,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
722,1.0,1,12,0,6,0,1,10.6333,32.288871923047026,0.407346,572,0,1749,22,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
341,4.0,0,12,0,3,1,3,16.4,89.26077411503948,0.266175,586,1,705,7,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
529,2.0,1,6,0,2,1,2,26.1333,82.26229729678059,0.214546,777,0,4972,12,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
205,3.0,0,7,0,6,0,1,33.2,46.25590918997736,0.169171,561,0,3606,24,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
398,1.0,1,2,0,4,1,2,15.9667,67.31224978746673,0.187187,547,0,3761,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
647,4.0,1,10,1,1,0,2,15.3333,66.48958746238448,0.189679,925,0,5478,8,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
443,1.0,1,3,0,6,0,2,18.9,79.28836082352028,0.126883,1016,1,5892,18,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
395,1.0,1,1,0,1,1,1,10.7667,27.137473027072982,0.215792,470,0,3624,30,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
509,2.0,1,5,0,3,1,2,24.8667,74.77424313297638,0.102,873,0,5260,23,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
281,4.0,0,10,0,6,0,1,20.8667,46.73599901157685,0.0454042,746,1,5409,8,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
158,2.0,0,6,0,2,1,1,28.3,52.257058845271956,0.187808,464,1,4833,7,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
88,2.0,0,3,0,2,1,1,12.1,16.091350437111185,0.226996,829,0,2425,29,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
642,4.0,1,10,0,3,1,2,26.3,77.2171969058723,0.0665458,727,0,7572,3,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
164,2.0,0,6,0,1,1,1,25.4,39.086495628888215,0.30535,706,0,5020,13,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
536,2.0,1,6,0,2,1,1,27.5333,63.99361189319677,0.148017,826,1,6825,19,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
382,1.0,1,1,0,2,1,2,14.9217,67.31856285440801,0.34913,786,0,2935,17,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
595,3.0,1,8,0,5,1,1,28.9333,48.80503401169794,0.231354,887,0,7148,17,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
671,4.0,1,11,0,4,1,2,14.6333,50.18589492762398,0.157346,746,1,5986,1,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
421,1.0,1,2,0,6,0,1,11.6333,26.500191821642833,0.421642,669,0,2732,25,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
460,2.0,1,4,0,3,1,1,21.6667,35.90008960173749,0.180975,1010,1,6436,4,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
255,3.0,0,9,0,1,1,1,25.7739,64.2707017613178,0.088913,532,0,4713,12,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
138,2.0,0,5,0,3,1,2,22.0,67.31224978746673,0.201492,832,0,3855,18,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
720,4.0,1,12,0,4,1,2,13.2,61.178995721294,0.132463,883,0,4128,20,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
727,1.0,1,12,0,4,1,2,10.1667,59.26715210500356,0.3501329999999999,561,0,2114,27,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
289,4.0,0,10,0,6,0,1,20.4667,38.07755202445121,0.281717,576,1,5041,16,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
699,4.0,1,11,0,4,1,1,11.2348,46.87012081577093,0.115522,509,0,5323,29,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
662,4.0,1,10,0,2,1,1,21.7667,46.73599901157685,0.0945458,601,0,7466,23,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
65,1.0,0,3,0,6,0,2,15.0609,96.91058817231574,0.343287,667,0,605,6,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
681,4.0,1,11,0,6,0,1,16.8333,60.06375361179124,0.1275,783,0,6852,11,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
498,2.0,1,5,0,6,0,1,22.5667,37.28095051766353,0.1231329999999999,813,0,7429,12,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
250,3.0,0,9,0,3,1,3,23.9667,92.93675748773555,0.0970208,892,0,1996,7,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
582,3.0,1,8,0,6,0,1,31.7333,54.221924257854184,0.257458,606,0,6824,4,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
147,2.0,0,5,0,5,1,1,27.2667,59.373323153828224,0.240679,789,0,4679,27,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
192,3.0,0,7,0,1,1,1,30.5,57.08968968228983,0.282337,730,0,4086,11,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336
414,1.0,1,2,0,6,0,1,13.8667,44.18474527232938,0.190929,900,0,4318,18,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
464,2.0,1,4,0,6,0,1,20.0,11.20544289131934,0.232596,557,1,5169,8,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
603,3.0,1,8,0,6,0,2,26.4667,66.91452657016531,0.244408,477,0,6053,25,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
686,4.0,1,11,0,5,1,1,13.8,42.910182861469096,0.171025,603,0,5698,16,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
445,1.0,1,3,0,2,1,1,22.4333,79.02286947333808,0.121271,605,1,6093,20,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
295,4.0,0,10,0,6,0,1,16.9,56.24006637921036,0.0926666999999999,695,1,4308,22,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
654,4.0,1,10,0,1,1,2,22.4667,67.31224978746673,0.296037,598,0,5875,15,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
114,2.0,0,4,0,6,0,2,23.2667,79.39453187234494,0.192175,697,0,4191,24,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
394,1.0,1,1,0,6,0,1,11.3,15.719560581863231,0.24005,836,0,3243,29,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
257,3.0,0,9,0,3,1,1,26.9333,64.89638444880912,0.1673,761,0,4785,14,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
139,2.0,0,5,0,4,1,2,21.2333,81.78433639270798,0.108213,878,0,4575,19,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
371,1.0,1,1,0,5,1,1,13.3667,45.1406670804746,0.167908,559,0,4098,6,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
415,1.0,1,2,0,6,0,2,11.2,41.79494075196634,0.253112,838,0,2689,19,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
107,2.0,0,4,0,6,0,1,18.2667,37.174652012597775,0.303496,676,0,3744,17,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
475,2.0,1,4,0,4,1,1,19.9333,54.11575320902952,0.0659292,584,0,6565,19,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
476,2.0,1,4,0,5,1,1,21.0667,64.57774384609405,0.149871,507,0,7290,20,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
91,2.0,0,4,0,5,1,2,12.0,63.51565098912417,0.258708,699,1,2227,1,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
677,4.0,1,11,0,3,1,2,11.8333,45.83109753843762,0.304108,654,0,5035,7,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
523,2.0,1,6,0,3,1,1,22.1667,53.95643290767198,0.077125,978,0,7055,6,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
102,2.0,0,4,0,2,1,2,20.1,70.26025289867357,0.274879,813,0,2034,12,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
296,4.0,0,10,0,6,0,1,16.8667,70.52574424885577,0.0995125,607,0,4381,23,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
356,1.0,0,12,0,4,1,2,16.9333,72.59690816650374,0.047275,472,0,3068,22,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
533,2.0,1,6,0,6,0,1,25.2667,40.308036243456726,0.166667,932,0,7702,16,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
217,3.0,0,8,0,5,1,1,28.4333,56.45240847685969,0.184696,747,0,4866,5,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
301,4.0,0,10,0,5,1,2,13.2333,50.71687762798838,0.229479,599,0,3747,28,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
325,4.0,0,11,0,1,1,3,17.9,92.03398493212319,0.138054,865,0,2765,21,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
122,2.0,0,5,0,1,1,2,21.9667,67.31224978746673,0.183454,504,0,4401,2,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
679,4.0,1,11,0,5,1,1,14.4667,44.98134677911706,0.214558,738,0,5992,9,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
374,1.0,1,1,0,1,1,2,8.9667,65.48064385794748,0.0989,644,0,2376,9,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
272,4.0,0,9,0,4,1,1,24.6667,65.1620032552324,0.1728829999999999,920,0,4839,29,-2.4492935982947064e-16,1.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
478,2.0,1,4,0,6,0,3,15.8667,82.52791610320388,0.344546,603,0,1027,22,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
4,1.0,0,1,0,2,1,1,8.0,51.303431249466286,0.160296,734,0,1562,4,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
675,4.0,1,11,0,1,1,1,12.7667,39.03347383259643,0.236325,491,0,5259,5,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
